gru_risk,rl_risk,academic_issue,days_since_last_login,alerts_sent,alerts_responded,engagement_score
LOW,LOW,1,3,5,0,0.946
LOW,LOW,1,2,0,0,1.964
LOW,LOW,1,5,2,0,1.024
HIGH,HIGH,1,9,5,0,0.038
HIGH,HIGH,1,9,2,0,0.618
LOW,LOW,1,5,2,0,1.302
LOW,LOW,1,2,2,0,0.376
LOW,LOW,1,2,5,0,1.572
LOW,LOW,1,4,1,0,1.62
HIGH,HIGH,1,7,4,0,1.62
LOW,LOW,1,3,3,0,1.574
LOW,LOW,1,2,3,0,0.964
LOW,LOW,1,1,1,0,1.888
HIGH,HIGH,0,8,3,1,2.450666666666667
LOW,LOW,1,4,4,1,1.052
LOW,LOW,0,3,0,0,3.138
LOW,LOW,1,1,2,1,1.6900000000000002
LOW,LOW,0,5,3,1,1.9926666666666664
HIGH,HIGH,0,9,4,0,3.428
HIGH,HIGH,0,8,2,0,3.2219999999999995
LOW,LOW,0,1,4,1,2.476
LOW,LOW,1,0,1,0,3.268
LOW,LOW,0,2,1,0,3.108
LOW,LOW,1,3,2,0,0.0
LOW,LOW,1,5,4,0,0.6
LOW,LOW,1,4,3,0,1.004
LOW,LOW,1,1,3,0,0.002
LOW,LOW,1,2,3,0,0.91
LOW,LOW,1,2,1,0,0.6819999999999999
HIGH,HIGH,1,9,4,0,0.6579999999999999
HIGH,HIGH,1,9,2,0,2.606
HIGH,HIGH,1,6,3,0,0.954
HIGH,HIGH,1,8,0,0,0.372
LOW,LOW,1,2,2,0,0.6
LOW,LOW,1,0,0,0,0.3
LOW,LOW,1,0,1,0,0.6719999999999999
LOW,LOW,1,0,0,0,0.0
LOW,LOW,1,3,3,0,0.964
LOW,LOW,1,4,0,0,1.02
LOW,LOW,1,5,0,0,1.906
LOW,LOW,1,0,3,0,0.346
LOW,LOW,1,4,1,0,1.294
LOW,LOW,1,3,4,0,0.906
LOW,LOW,1,2,2,0,0.02
HIGH,HIGH,1,8,0,0,0.0
HIGH,HIGH,1,8,4,0,0.994
LOW,LOW,1,0,4,0,0.032
LOW,LOW,1,0,2,0,0.3
HIGH,HIGH,1,6,3,0,0.026
HIGH,HIGH,1,6,5,0,0.94
LOW,LOW,1,3,0,0,1.27
LOW,LOW,1,5,3,0,0.604
HIGH,HIGH,1,7,3,0,0.048
LOW,LOW,1,1,0,0,0.73
LOW,LOW,1,3,1,0,1.578
HIGH,HIGH,1,7,5,1,2.216
LOW,LOW,1,5,4,0,0.324
HIGH,HIGH,1,9,1,0,0.642
HIGH,HIGH,1,6,4,0,0.04
LOW,LOW,1,0,3,0,1.284
HIGH,HIGH,1,6,0,0,1.636
HIGH,HIGH,0,7,4,0,0.482
HIGH,HIGH,1,9,4,0,1.57
LOW,LOW,0,2,3,1,5.3966666666666665
LOW,LOW,1,1,3,1,4.326666666666666
LOW,LOW,1,2,3,1,3.6126666666666662
HIGH,HIGH,1,6,3,1,2.9946666666666664
LOW,LOW,1,1,0,0,3.68
LOW,LOW,1,0,0,0,2.962
LOW,LOW,0,4,3,2,6.971333333333334
HIGH,HIGH,1,7,3,1,0.8686666666666666
LOW,LOW,0,5,0,0,5.234
HIGH,HIGH,1,9,1,0,2.84
LOW,LOW,1,5,4,2,1.54
HIGH,HIGH,1,8,1,0,2.572
LOW,LOW,1,1,0,0,2.586
LOW,LOW,0,4,4,2,3.828
LOW,LOW,1,2,1,0,5.134
LOW,LOW,1,0,1,0,5.128
HIGH,HIGH,1,9,2,1,5.27
LOW,LOW,0,1,3,1,4.326666666666666
HIGH,HIGH,0,7,0,0,3.372
HIGH,HIGH,1,8,2,0,1.274
LOW,LOW,0,2,5,1,6.066
HIGH,HIGH,1,7,1,0,3.614
LOW,LOW,1,1,5,1,4.184
LOW,LOW,0,3,0,0,2.698
LOW,LOW,1,2,0,0,3.168
LOW,LOW,0,1,4,2,1.558
LOW,LOW,0,5,2,1,6.042
LOW,LOW,0,5,2,0,4.7
LOW,LOW,0,4,0,0,2.05
LOW,LOW,1,5,1,0,5.494
HIGH,HIGH,1,6,5,0,0.6
HIGH,HIGH,1,9,5,1,0.972
HIGH,HIGH,1,9,2,0,0.0
LOW,LOW,1,1,5,0,0.922
HIGH,HIGH,1,6,4,0,0.0
HIGH,HIGH,1,8,2,0,1.33
LOW,LOW,1,5,3,0,1.368
HIGH,HIGH,1,9,1,0,1.676
HIGH,HIGH,1,6,0,0,0.3
LOW,LOW,1,0,5,0,1.004
HIGH,HIGH,1,7,0,0,0.964
LOW,LOW,1,3,0,0,0.608
LOW,LOW,1,0,4,0,1.684
LOW,LOW,1,0,3,0,0.0
LOW,LOW,1,0,4,0,1.346
HIGH,HIGH,1,9,1,0,0.41
LOW,LOW,1,5,3,0,1.224
LOW,LOW,1,3,1,0,0.394
LOW,LOW,1,1,3,0,1.572
LOW,LOW,1,3,5,1,1.3
HIGH,HIGH,0,7,1,0,8.206
HIGH,HIGH,0,6,2,1,6.079999999999999
HIGH,HIGH,0,6,5,4,3.22
LOW,LOW,0,0,2,1,7.274
HIGH,HIGH,0,9,4,3,4.960000000000001
LOW,LOW,1,3,3,2,5.283333333333333
LOW,LOW,0,4,5,5,7.42
LOW,LOW,0,2,3,3,4.026
LOW,LOW,0,4,5,5,3.908
LOW,LOW,0,5,1,0,4.960000000000001
LOW,LOW,1,1,1,0,0.71
LOW,LOW,1,2,5,0,0.126
LOW,LOW,1,4,3,0,0.3
LOW,LOW,1,0,1,0,0.954
LOW,LOW,1,5,2,0,0.736
LOW,LOW,1,0,5,0,1.3279999999999998
LOW,LOW,1,4,0,0,0.974
HIGH,HIGH,1,7,5,0,0.934
LOW,LOW,1,3,2,0,1.66
LOW,LOW,1,1,0,0,0.3
HIGH,HIGH,1,7,4,0,1.0679999999999998
LOW,LOW,1,3,4,0,1.314
LOW,LOW,1,1,3,0,1.208
HIGH,HIGH,1,7,0,0,0.656
LOW,LOW,1,2,3,0,0.704
HIGH,HIGH,1,6,4,1,0.35
LOW,LOW,1,2,0,0,1.348
LOW,LOW,1,4,2,0,1.036
LOW,LOW,1,0,2,0,0.3339999999999999
LOW,LOW,1,3,1,0,0.924
LOW,LOW,1,0,1,0,4.804
HIGH,HIGH,0,6,0,0,5.58
LOW,LOW,1,5,3,2,3.4173333333333336
LOW,LOW,0,1,1,0,0.7999999999999999
HIGH,HIGH,0,7,4,2,0.852
LOW,LOW,1,0,4,2,5.891999999999999
LOW,LOW,1,5,1,0,0.642
HIGH,HIGH,0,7,0,0,3.728
LOW,LOW,1,2,0,0,3.504
LOW,LOW,1,0,2,1,2.756
HIGH,HIGH,0,9,5,1,4.048
LOW,LOW,0,0,2,0,3.71
HIGH,HIGH,0,7,4,2,4.17
HIGH,HIGH,1,7,1,0,0.322
LOW,LOW,1,1,1,0,0.3339999999999999
LOW,LOW,1,3,1,0,4.162
HIGH,HIGH,0,8,2,1,6.656
LOW,LOW,0,2,3,1,3.0706666666666664
LOW,LOW,1,4,2,0,5.779999999999999
HIGH,HIGH,1,7,4,3,3.374
HIGH,HIGH,0,6,5,2,3.446
LOW,LOW,0,4,4,2,0.25
LOW,LOW,0,2,1,0,4.256
LOW,LOW,1,3,0,0,0.6759999999999999
LOW,LOW,1,1,1,0,0.968
HIGH,HIGH,1,9,5,2,3.362
LOW,LOW,1,3,5,2,3.928
LOW,LOW,1,5,3,2,4.143333333333333
LOW,LOW,0,0,3,1,6.6306666666666665
HIGH,HIGH,0,7,0,0,3.996
LOW,LOW,0,0,2,1,6.029999999999999
HIGH,HIGH,1,9,0,0,6.062
HIGH,HIGH,0,7,4,3,4.894
LOW,LOW,0,2,4,3,4.928
HIGH,HIGH,0,8,1,1,4.864000000000001
LOW,LOW,0,3,3,2,8.609333333333332
LOW,LOW,0,4,2,1,6.5
LOW,LOW,1,4,3,2,5.977333333333333
LOW,LOW,1,0,4,3,7.239999999999999
HIGH,HIGH,0,7,3,2,5.707333333333334
LOW,LOW,1,5,2,1,4.536
LOW,LOW,0,2,0,0,5.332
LOW,LOW,0,0,0,0,3.924
HIGH,HIGH,0,7,3,2,3.135333333333333
LOW,LOW,0,4,5,4,6.784
HIGH,HIGH,0,6,2,1,7.053999999999999
LOW,LOW,1,3,5,3,4.926
LOW,LOW,0,0,0,0,4.422000000000001
LOW,LOW,1,1,5,4,5.922
LOW,LOW,0,4,1,0,5.984
LOW,LOW,0,3,0,0,3.348
HIGH,HIGH,0,6,3,2,2.205333333333333
HIGH,HIGH,1,7,4,2,4.555999999999999
LOW,LOW,0,2,1,0,1.782
LOW,LOW,0,2,4,2,2.4480000000000004
HIGH,HIGH,0,7,2,1,1.544
LOW,LOW,1,4,5,2,3.546
LOW,LOW,0,3,1,0,4.696000000000001
LOW,LOW,0,4,3,2,3.169333333333333
HIGH,HIGH,0,7,4,2,3.782
HIGH,HIGH,1,7,1,0,0.734
HIGH,HIGH,1,6,0,0,0.0
LOW,LOW,1,4,5,0,0.0
HIGH,HIGH,1,6,0,0,1.588
LOW,LOW,1,4,3,0,0.694
LOW,LOW,1,3,4,0,1.304
LOW,LOW,1,2,4,1,0.7060000000000001
LOW,LOW,1,3,1,0,0.97
HIGH,HIGH,1,6,5,0,1.256
HIGH,HIGH,1,8,1,0,0.326
LOW,LOW,1,0,0,0,4.76
HIGH,HIGH,1,6,0,0,3.772
HIGH,HIGH,0,6,0,0,5.6
LOW,LOW,1,2,2,1,4.91
LOW,LOW,1,4,4,2,2.64
LOW,LOW,1,4,0,0,4.5
HIGH,HIGH,1,9,5,2,2.624
LOW,LOW,1,1,5,3,4.2860000000000005
HIGH,HIGH,1,8,1,0,4.474
HIGH,HIGH,1,9,1,0,3.19
HIGH,HIGH,1,7,5,2,4.008
LOW,LOW,0,2,2,0,5.268000000000001
LOW,LOW,0,4,1,0,5.256
LOW,LOW,0,4,1,0,3.354
HIGH,HIGH,1,9,1,0,5.198
LOW,LOW,0,2,3,1,3.182666666666667
HIGH,HIGH,1,7,4,1,3.854
LOW,LOW,1,2,4,1,3.232
LOW,LOW,1,2,3,1,4.174666666666667
LOW,LOW,0,1,2,0,4.377999999999999
LOW,LOW,1,4,4,2,4.367999999999999
LOW,LOW,1,2,0,0,5.076
HIGH,HIGH,1,9,4,2,2.658
HIGH,HIGH,1,9,3,2,2.651333333333333
LOW,LOW,1,1,5,3,1.7000000000000002
HIGH,HIGH,1,6,4,2,3.68
LOW,LOW,1,5,5,1,2.998
HIGH,HIGH,0,9,5,2,4.071999999999999
LOW,LOW,1,3,5,2,3.914
HIGH,HIGH,1,6,4,1,3.398
LOW,LOW,1,4,1,0,2.3920000000000003
LOW,LOW,1,1,3,1,3.722666666666667
LOW,LOW,1,3,2,1,2.4560000000000004
HIGH,HIGH,0,8,4,2,2.496
LOW,LOW,0,5,1,0,2.324
LOW,LOW,1,2,2,1,1.6720000000000002
LOW,LOW,1,3,0,0,5.06
LOW,LOW,1,4,2,1,4.014
HIGH,HIGH,1,6,0,0,4.18
HIGH,HIGH,1,8,1,0,3.268
LOW,LOW,0,2,1,0,3.3640000000000003
HIGH,HIGH,0,6,4,2,3.77
LOW,LOW,1,3,5,3,3.094
HIGH,HIGH,0,6,4,1,0.5980000000000001
HIGH,HIGH,0,6,0,0,1.164
HIGH,HIGH,0,8,4,2,0.624
LOW,LOW,1,1,2,1,2.338
HIGH,HIGH,0,8,4,3,2.9
LOW,LOW,0,1,3,2,4.499333333333333
HIGH,HIGH,0,6,2,1,6.06
LOW,LOW,0,5,0,0,3.364
HIGH,HIGH,0,6,1,0,2.714
LOW,LOW,1,2,2,0,2.578
HIGH,HIGH,1,9,0,0,2.224
HIGH,HIGH,0,7,3,0,4.546
LOW,LOW,1,5,5,2,4.890000000000001
LOW,LOW,0,0,2,0,3.026
HIGH,HIGH,1,9,3,1,3.262666666666667
LOW,LOW,0,1,3,2,2.795333333333333
HIGH,HIGH,1,7,5,3,3.62
HIGH,HIGH,1,6,3,1,1.0346666666666666
LOW,LOW,0,2,3,0,3.054
HIGH,HIGH,1,7,3,1,2.392666666666667
HIGH,HIGH,1,6,3,1,6.760666666666666
HIGH,HIGH,0,6,2,0,2.674
LOW,LOW,1,5,1,0,2.226
LOW,LOW,0,5,2,1,2.182
HIGH,HIGH,1,8,4,0,1.292
LOW,LOW,1,5,1,0,4.7620000000000005
HIGH,HIGH,0,9,3,1,4.358666666666666
HIGH,HIGH,1,6,4,1,2.3
HIGH,HIGH,1,8,1,0,3.968
LOW,LOW,1,5,0,0,2.6
LOW,LOW,0,3,3,3,1.06
LOW,LOW,1,2,2,1,2.01
HIGH,HIGH,1,7,5,3,4.313999999999999
LOW,LOW,1,0,1,0,0.0
LOW,LOW,1,3,2,1,4.388
LOW,LOW,0,5,3,1,5.296666666666667
HIGH,HIGH,1,6,1,0,3.61
HIGH,HIGH,0,9,1,0,4.274
LOW,LOW,0,5,0,0,3.782
LOW,LOW,0,4,0,0,0.796
HIGH,HIGH,0,7,0,0,3.75
HIGH,HIGH,0,7,4,2,1.556
LOW,LOW,0,3,2,1,6.053999999999999
HIGH,HIGH,1,9,3,1,4.6226666666666665
HIGH,HIGH,1,7,3,1,2.764666666666667
LOW,LOW,1,1,1,0,4.46
LOW,LOW,1,0,2,0,3.966
LOW,LOW,0,0,3,2,4.325333333333333
HIGH,HIGH,0,9,3,3,5.454000000000001
HIGH,HIGH,0,9,5,4,3.222
HIGH,HIGH,0,7,3,2,6.745333333333334
LOW,LOW,1,1,4,3,6.882000000000001
LOW,LOW,1,3,2,1,6.821999999999999
HIGH,HIGH,0,7,4,3,3.786
HIGH,HIGH,1,9,3,3,6.646
LOW,LOW,0,2,3,2,7.035333333333334
LOW,LOW,0,5,2,1,7.055999999999999
LOW,LOW,0,5,0,0,6.606
LOW,LOW,0,5,5,5,4.236
LOW,LOW,1,3,4,3,6.54
HIGH,HIGH,0,7,2,1,5.545999999999999
HIGH,HIGH,0,9,5,4,4.516
HIGH,HIGH,0,8,1,0,3.342
HIGH,HIGH,1,9,3,2,3.883333333333333
HIGH,HIGH,0,8,1,0,4.161999999999999
LOW,LOW,0,0,0,0,5.928
LOW,LOW,0,5,2,2,6.144
HIGH,HIGH,0,9,3,2,3.587333333333333
LOW,LOW,1,3,5,3,6.5
HIGH,HIGH,0,8,4,2,8.927999999999999
LOW,LOW,0,3,0,0,6.988
HIGH,HIGH,1,7,4,2,7.861999999999998
LOW,LOW,1,0,5,4,3.046
HIGH,HIGH,1,7,2,1,4.334
LOW,LOW,0,0,1,0,6.0
LOW,LOW,0,3,4,3,4.926000000000001
LOW,LOW,0,0,0,0,7.045999999999999
HIGH,HIGH,0,7,5,2,2.2139999999999995
HIGH,HIGH,0,8,3,2,1.8213333333333328
HIGH,HIGH,0,8,1,0,4.938000000000001
LOW,LOW,0,1,5,1,4.444
LOW,LOW,0,2,5,2,4.8020000000000005
LOW,LOW,1,0,4,3,4.638000000000001
HIGH,HIGH,1,6,3,2,4.965333333333334
HIGH,HIGH,0,9,3,2,8.917333333333334
LOW,LOW,1,1,5,2,2.036
LOW,LOW,1,1,1,0,2.892
LOW,LOW,1,1,2,1,5.51
LOW,LOW,0,1,1,0,7.492
LOW,LOW,0,5,1,0,3.188
HIGH,HIGH,0,9,5,3,7.576
LOW,LOW,0,2,0,0,5.744
LOW,LOW,0,2,0,0,6.646
LOW,LOW,1,4,1,0,3.878
LOW,LOW,0,1,2,1,6.968
HIGH,HIGH,1,8,0,0,5.693999999999999
LOW,LOW,0,0,0,0,5.976
LOW,LOW,1,4,0,0,2.848
HIGH,HIGH,1,7,2,1,3.022
HIGH,HIGH,0,7,5,3,4.148
LOW,LOW,1,4,1,0,0.7739999999999999
HIGH,HIGH,1,8,5,2,2.926
HIGH,HIGH,0,7,4,1,5.342
LOW,LOW,0,2,3,2,4.853333333333334
HIGH,HIGH,1,9,1,0,0.3
LOW,LOW,0,5,0,0,2.028
LOW,LOW,1,2,0,0,5.884
HIGH,HIGH,1,6,5,3,5.544
LOW,LOW,0,2,5,3,8.34
LOW,LOW,1,2,3,2,4.653333333333334
LOW,LOW,0,2,2,2,4.840000000000001
HIGH,HIGH,0,7,2,1,4.83
LOW,LOW,0,1,4,4,6.392
LOW,LOW,0,4,0,0,6.428
LOW,LOW,0,4,4,4,4.16
HIGH,HIGH,0,8,1,0,5.412
LOW,LOW,0,5,0,0,7.6
LOW,LOW,1,5,3,1,3.018666666666667
LOW,LOW,0,4,1,0,4.351999999999999
HIGH,HIGH,0,9,0,0,4.266
HIGH,HIGH,0,8,2,1,5.346
HIGH,HIGH,1,8,4,1,4.756
HIGH,HIGH,0,9,1,0,3.76
LOW,LOW,0,2,3,2,5.075333333333334
LOW,LOW,1,3,4,2,3.4000000000000004
HIGH,HIGH,1,9,5,3,3.71
LOW,LOW,1,0,1,0,3.452
HIGH,HIGH,0,8,5,3,6.124
LOW,LOW,0,3,4,3,7.842
HIGH,HIGH,0,9,3,3,7.208
LOW,LOW,1,1,4,3,4.364
HIGH,HIGH,0,7,5,3,7.426
LOW,LOW,0,2,5,3,5.722
HIGH,HIGH,0,8,4,2,7.129999999999999
LOW,LOW,0,4,3,2,5.443333333333334
HIGH,HIGH,0,6,1,0,6.878
HIGH,HIGH,1,8,4,2,4.867999999999999
HIGH,HIGH,1,8,5,1,3.266
LOW,LOW,0,0,4,3,3.634
LOW,LOW,1,3,0,0,1.998
LOW,LOW,1,5,5,4,2.8520000000000003
LOW,LOW,1,2,1,0,2.246
HIGH,HIGH,0,7,1,0,2.178
LOW,LOW,1,2,4,2,3.68
LOW,LOW,0,3,1,0,3.11
LOW,LOW,0,5,5,2,1.272
LOW,LOW,0,3,5,2,2.068
LOW,LOW,1,1,4,1,1.668
LOW,LOW,1,0,3,0,0.6
HIGH,HIGH,1,7,3,0,0.742
LOW,LOW,1,5,4,0,0.0
HIGH,HIGH,1,7,4,0,0.652
LOW,LOW,1,2,1,0,1.306
HIGH,HIGH,1,7,0,0,0.3
LOW,LOW,1,5,5,0,1.58
LOW,LOW,1,5,3,0,1.258
HIGH,HIGH,1,9,3,0,1.934
HIGH,HIGH,0,7,4,2,3.812
LOW,LOW,0,5,3,2,5.107333333333334
LOW,LOW,0,1,2,1,3.672
LOW,LOW,1,5,3,1,4.1866666666666665
LOW,LOW,1,4,5,2,4.29
LOW,LOW,0,4,0,0,4.014
LOW,LOW,1,5,2,1,3.09
LOW,LOW,1,4,5,1,2.722
HIGH,HIGH,1,6,0,0,3.632
HIGH,HIGH,1,6,2,1,3.346
HIGH,HIGH,0,7,4,2,3.758
LOW,LOW,0,3,2,1,3.138
LOW,LOW,0,0,5,3,5.0520000000000005
LOW,LOW,0,5,0,0,6.274000000000001
LOW,LOW,0,5,1,0,0.582
LOW,LOW,0,5,2,1,3.16
LOW,LOW,0,2,3,2,0.9513333333333333
LOW,LOW,0,3,5,3,4.146
LOW,LOW,0,5,0,0,2.144
HIGH,HIGH,1,8,3,1,0.6666666666666666
LOW,LOW,1,1,1,0,2.714
HIGH,HIGH,1,6,3,2,3.107333333333333
HIGH,HIGH,1,9,4,2,3.276
LOW,LOW,0,1,2,1,2.672
LOW,LOW,1,2,2,1,3.3360000000000003
LOW,LOW,1,4,0,0,4.577999999999999
LOW,LOW,1,3,4,2,5.881999999999999
LOW,LOW,0,2,0,0,2.724
LOW,LOW,1,3,2,1,3.042
HIGH,HIGH,1,6,3,2,4.623333333333334
HIGH,HIGH,1,7,5,2,3.586
HIGH,HIGH,0,8,4,1,3.714
HIGH,HIGH,1,8,1,0,3.458
LOW,LOW,0,3,2,0,4.892
LOW,LOW,1,4,1,0,5.536
LOW,LOW,1,3,1,0,3.488
HIGH,HIGH,0,8,0,0,0.544
HIGH,HIGH,0,7,5,3,5.798
LOW,LOW,0,5,3,1,4.706666666666667
HIGH,HIGH,0,8,0,0,5.39
LOW,LOW,1,5,0,0,1.228
HIGH,HIGH,1,7,5,0,0.608
LOW,LOW,1,2,3,0,0.962
HIGH,HIGH,1,6,2,0,0.3
HIGH,HIGH,1,9,5,1,1.944
LOW,LOW,1,5,4,0,1.556
HIGH,HIGH,1,8,5,0,1.35
LOW,LOW,1,5,3,0,0.96
LOW,LOW,1,1,0,0,1.7560000000000002
LOW,LOW,1,2,5,0,0.968
LOW,LOW,0,1,4,3,5.792
LOW,LOW,0,0,4,3,7.65
HIGH,HIGH,1,7,2,1,4.944
HIGH,HIGH,0,9,5,4,3.198
LOW,LOW,0,3,4,2,6.77
LOW,LOW,0,1,4,3,6.5600000000000005
HIGH,HIGH,0,7,2,1,8.404
LOW,LOW,1,2,2,1,6.829999999999999
LOW,LOW,1,4,4,3,4.982
LOW,LOW,0,0,0,0,6.612
HIGH,HIGH,0,6,3,1,5.020666666666667
HIGH,HIGH,0,8,5,4,6.086
HIGH,HIGH,0,7,0,0,7.802
LOW,LOW,1,0,1,0,6.72
HIGH,HIGH,1,7,1,0,4.896
LOW,LOW,0,3,0,0,6.260000000000001
LOW,LOW,0,0,2,1,5.807999999999999
LOW,LOW,0,1,4,2,7.703999999999999
LOW,LOW,0,4,4,2,6.614
HIGH,HIGH,0,7,3,2,6.379333333333334
HIGH,HIGH,1,8,4,1,4.826
HIGH,HIGH,1,7,2,0,3.612
HIGH,HIGH,0,7,5,1,4.898000000000001
HIGH,HIGH,0,9,0,0,3.754
LOW,LOW,0,5,0,0,4.640000000000001
HIGH,HIGH,1,7,1,0,2.954
LOW,LOW,1,2,2,0,3.63
LOW,LOW,1,2,4,1,2.622
LOW,LOW,0,0,3,2,1.2373333333333332
LOW,LOW,1,3,4,1,3.968
LOW,LOW,0,2,1,0,5.666
LOW,LOW,0,3,3,3,6.5440000000000005
LOW,LOW,0,5,1,0,6.5280000000000005
HIGH,HIGH,0,6,1,0,6.272
HIGH,HIGH,0,9,2,1,3.608
LOW,LOW,0,3,4,4,6.232
LOW,LOW,1,5,3,2,3.267333333333333
HIGH,HIGH,0,8,1,0,5.136
HIGH,HIGH,0,7,2,1,5.547999999999999
LOW,LOW,0,4,2,1,5.816
LOW,LOW,1,5,0,0,1.2
LOW,LOW,1,3,2,0,0.3359999999999999
HIGH,HIGH,1,9,2,0,0.626
LOW,LOW,1,0,5,1,0.086
LOW,LOW,1,1,4,0,0.038
HIGH,HIGH,1,6,4,0,1.334
LOW,LOW,1,5,5,0,0.012
HIGH,HIGH,1,9,3,0,0.3
LOW,LOW,1,4,0,0,0.0
LOW,LOW,1,0,0,0,0.316
HIGH,HIGH,0,6,3,2,2.929333333333333
LOW,LOW,1,5,3,2,2.821333333333333
LOW,LOW,0,1,2,0,3.048
LOW,LOW,0,5,4,1,5.114
HIGH,HIGH,1,8,1,0,2.624
HIGH,HIGH,1,7,5,3,4.386
HIGH,HIGH,0,6,0,0,3.014
LOW,LOW,1,4,5,2,0.486
LOW,LOW,1,3,0,0,4.256
HIGH,HIGH,1,6,0,0,4.162
HIGH,HIGH,0,9,3,2,3.259333333333333
HIGH,HIGH,0,9,4,1,2.3199999999999994
HIGH,HIGH,0,9,5,2,2.22
LOW,LOW,0,3,0,0,4.052
HIGH,HIGH,1,9,4,2,3.74
HIGH,HIGH,0,6,3,2,0.9493333333333334
LOW,LOW,0,2,4,2,3.5280000000000005
LOW,LOW,1,5,0,0,0.3339999999999999
HIGH,HIGH,1,9,5,3,1.148
LOW,LOW,1,2,3,1,1.0466666666666666
HIGH,HIGH,0,9,1,1,5.162000000000001
LOW,LOW,0,4,2,2,5.628
LOW,LOW,1,5,2,1,3.4200000000000004
LOW,LOW,0,1,4,3,6.752000000000001
HIGH,HIGH,1,8,3,2,5.927333333333333
LOW,LOW,0,0,0,0,9.404
LOW,LOW,0,0,3,1,5.756666666666666
LOW,LOW,1,0,2,1,3.66
LOW,LOW,0,3,1,0,6.5600000000000005
LOW,LOW,1,1,3,2,4.203333333333333
LOW,LOW,1,4,5,2,3.6
HIGH,HIGH,1,6,2,1,2.688
HIGH,HIGH,1,9,0,0,2.584
LOW,LOW,0,2,5,1,2.456
LOW,LOW,0,2,0,0,3.382
HIGH,HIGH,1,8,1,0,2.276
LOW,LOW,1,4,2,0,3.166
LOW,LOW,1,2,0,0,1.6
HIGH,HIGH,1,9,0,0,1.942
LOW,LOW,1,1,1,0,4.808
LOW,LOW,1,0,0,0,3.97
LOW,LOW,0,5,2,0,3.058
LOW,LOW,0,5,3,1,3.040666666666666
LOW,LOW,1,5,3,1,5.632666666666665
LOW,LOW,0,2,1,0,2.708
HIGH,HIGH,0,6,1,0,0.8739999999999999
HIGH,HIGH,1,9,3,1,1.7446666666666668
HIGH,HIGH,1,9,3,1,5.290666666666666
HIGH,HIGH,0,6,3,1,2.740666666666667
LOW,LOW,1,2,1,0,1.992
HIGH,HIGH,1,8,2,0,1.322
HIGH,HIGH,0,9,2,0,2.428
HIGH,HIGH,1,7,2,0,1.024
HIGH,HIGH,1,9,0,0,0.6679999999999999
HIGH,HIGH,1,6,5,0,0.344
LOW,LOW,1,4,5,0,0.316
LOW,LOW,1,3,1,0,0.006
LOW,LOW,1,1,4,0,0.048
HIGH,HIGH,1,9,3,1,0.0666666666666666
LOW,LOW,1,2,5,0,1.618
LOW,LOW,1,4,0,0,0.986
HIGH,HIGH,1,8,1,0,0.968
HIGH,HIGH,1,9,2,0,1.294
HIGH,HIGH,1,8,0,0,0.3399999999999999
HIGH,HIGH,1,9,4,0,0.312
HIGH,HIGH,1,9,5,0,0.0
HIGH,HIGH,1,9,3,1,0.4506666666666666
LOW,LOW,1,3,2,0,1.576
LOW,LOW,1,5,0,0,0.956
HIGH,HIGH,1,7,3,0,0.936
HIGH,HIGH,0,6,2,1,5.346
LOW,LOW,1,4,4,1,1.642
HIGH,HIGH,1,6,4,1,6.142
LOW,LOW,0,2,1,0,4.666
HIGH,HIGH,1,6,3,1,3.1006666666666667
LOW,LOW,1,5,3,1,3.6046666666666662
LOW,LOW,0,4,4,2,2.152
LOW,LOW,1,0,1,0,2.638
HIGH,HIGH,1,9,3,2,3.3433333333333333
HIGH,HIGH,1,8,0,0,3.854
HIGH,HIGH,1,6,2,0,3.216
LOW,LOW,1,0,1,0,1.87
LOW,LOW,1,2,3,1,1.9386666666666663
HIGH,HIGH,0,8,5,3,4.109999999999999
LOW,LOW,1,3,4,2,2.45
HIGH,HIGH,1,9,1,0,2.564
LOW,LOW,1,0,2,0,1.912
HIGH,HIGH,1,8,3,1,4.210666666666667
LOW,LOW,0,3,0,0,4.028
HIGH,HIGH,1,9,5,2,2.25
HIGH,HIGH,0,9,4,2,4.642
HIGH,HIGH,1,9,4,1,2.8799999999999994
LOW,LOW,0,0,3,2,5.215333333333334
LOW,LOW,0,0,0,0,3.032
HIGH,HIGH,1,6,5,2,2.124
LOW,LOW,0,5,3,2,2.1933333333333334
LOW,LOW,1,2,2,0,3.832
HIGH,HIGH,1,6,0,0,4.778
LOW,LOW,1,0,5,2,1.982
LOW,LOW,1,4,1,0,6.692
LOW,LOW,0,1,0,0,5.056
LOW,LOW,1,4,2,1,5.541999999999999
LOW,LOW,0,3,5,4,5.15
LOW,LOW,1,3,5,3,5.851999999999999
HIGH,HIGH,0,6,2,2,6.154
LOW,LOW,0,4,1,0,4.956
LOW,LOW,0,0,2,1,3.526
LOW,LOW,0,4,2,1,7.028
LOW,LOW,1,0,3,2,5.577333333333334
HIGH,HIGH,0,6,3,3,5.466
HIGH,HIGH,1,9,3,1,5.142666666666666
LOW,LOW,0,5,1,0,2.764
HIGH,HIGH,0,8,3,1,2.812666666666667
HIGH,HIGH,1,9,5,3,3.042
HIGH,HIGH,0,7,4,2,2.2179999999999995
HIGH,HIGH,0,8,5,2,2.764
HIGH,HIGH,0,7,2,1,6.994
LOW,LOW,1,3,2,1,2.168
LOW,LOW,0,0,0,0,3.046
LOW,LOW,1,3,1,0,4.236
